Number,FullName,FirstName,LastName
3831033963,RaffaeleBombieri,Raffaele,Bombieri
3756874585,DonatoPugliese,Donato,Pugliese
3774121156,VanessaPetrucelli,Vanessa,Petrucelli
3516621079,BereniceRomiti,Berenice,Romiti
3505710109,AntoninoAnichini,Antonino,Anichini
3515120436,PuccioTroisi,Puccio,Troisi
3307559239,LetiziaBombieri,Letizia,Bombieri
3519441855,ValerioProcacci,Valerio,Procacci
3755572682,GianpaoloBarzini,Gianpaolo,Barzini
3973487271,GiustinoTamburini,Giustino,Tamburini
3859299647,PasqualeChiaramonte,Pasquale,Chiaramonte
3391674494,EnzioGritti,Enzio,Gritti
3514094858,EnzioBarese,Enzio,Barese
3373101994,SilvestroParini,Silvestro,Parini
3756971292,LiviaMaccanelli,Livia,Maccanelli
3500044802,BenedettoLombroso,Benedetto,Lombroso
3475153179,GioacchinoPometta,Gioacchino,Pometta
3883221359,AugustoTirabassi,Augusto,Tirabassi
3406903981,UbertoBonanno,Uberto,Bonanno
3337089593,PalomaMascheroni,Paloma,Mascheroni
3883047380,DelfinoGovoni,Delfino,Govoni
3770497603,HugoTosi,Hugo,Tosi
3711299488,GiustinoFerragni,Giustino,Ferragni
3710749300,CeciliaCuomo,Cecilia,Cuomo
3887825845,CoriolanoPigafetta,Coriolano,Pigafetta
3419075817,LisaPorcellato,Lisa,Porcellato
3825407493,LorenzoParuta,Lorenzo,Paruta
3921900978,PierpaoloLeblanc,Pierpaolo,Leblanc
3517282086,GiorgiaGucci,Giorgia,Gucci
3513200360,GiorgiaFallaci,Giorgia,Fallaci
3430570537,PompeoMazzi,Pompeo,Mazzi
3311690292,FrancescaVersace,Francesca,Versace
3703090340,AntoninoLetta,Antonino,Letta
3772688881,RaffaeleNavarria,Raffaele,Navarria
3500740817,TemistocleLombardo,Temistocle,Lombardo
3414599374,SilvioVergerio,Silvio,Vergerio
3714706726,GianlucaSaragat,Gianluca,Saragat
3471617011,IdaLegnante,Ida,Legnante
3239217452,LuisaSurian,Luisa,Surian
3300862489,GionataVattimo,Gionata,Vattimo
3222813870,TullioManunta,Tullio,Manunta
3839678978,VittoriaMazzacurati,Vittoria,Mazzacurati
3298487483,CristinaSolimena,Cristina,Solimena
3757225097,FortunataOliboni,Fortunata,Oliboni
3314063919,GoffredoTamborini,Goffredo,Tamborini
3447649861,ZairaFalcone,Zaira,Falcone
3505197172,GrazianoGucci,Graziano,Gucci
3234505197,CiroRighi,Ciro,Righi
3509458583,FiorinoBranciforte,Fiorino,Branciforte
3777936825,LidiaMichelangeli,Lidia,Michelangeli
3384143582,GiorgiaMontanari,Giorgia,Montanari
3519638948,RomoloZecchini,Romolo,Zecchini
3716802692,TemistocleDallapé,Temistocle,Dallapé
3500060142,LidiaGuarana,Lidia,Guarana
3881116588,DanieleCuratoli,Daniele,Curatoli
3298389592,SebastianoBajamonti,Sebastiano,Bajamonti
3793610567,SergiusGiannuzzi,Sergius,Giannuzzi
3715340098,LorenzoFuseli,Lorenzo,Fuseli
3776322347,FabrizioGangemi,Fabrizio,Gangemi
3713693530,IdaGolino,Ida,Golino
3314596821,IvoToselli,Ivo,Toselli
3731188230,PieroCiampi,Piero,Ciampi
3487653798,MelissaAmaldi,Melissa,Amaldi
3772780265,MartinoRoncalli,Martino,Roncalli
3714086220,AntoniaPirelli,Antonia,Pirelli
3791140458,GrazianoBiagiotti,Graziano,Biagiotti
3777282454,ConcettaNiggli,Concetta,Niggli
3447599696,FulvioMedici,Fulvio,Medici
3518231017,ArmandoTurati,Armando,Turati
3313458297,LudovicoPaolucci,Ludovico,Paolucci
3510198222,PiersantiSalata,Piersanti,Salata
3669881470,UgolinoRavaglioli,Ugolino,Ravaglioli
3362373915,MilenaBarberini,Milena,Barberini
3774567589,BeppeCasaleggio,Beppe,Casaleggio
3514017636,SylviaFolliero,Sylvia,Folliero
3248071470,GiuliettaSperi,Giulietta,Speri
3770415299,CalogeroGermano,Calogero,Germano
3791793185,GuglielmoCortese,Guglielmo,Cortese
3757212601,NanniMorgagni,Nanni,Morgagni
3886357970,RomanManacorda,Roman,Manacorda
3556848493,RamonaSanti,Ramona,Santi
3555973187,TizianaErrigo,Tiziana,Errigo
3713721347,FabrizioBerengario,Fabrizio,Berengario
3777451728,SandroCasalodi,Sandro,Casalodi
3413088270,LudovicaUghi,Ludovica,Ughi
3550622777,PierpaoloTrillini,Pierpaolo,Trillini
3505707170,RomeoVercelloni,Romeo,Vercelloni
3896118918,GiovanniBaroffio,Giovanni,Baroffio
3793999120,BereniceBaresi,Berenice,Baresi
3510407370,GiorgiaBrugnaro,Giorgia,Brugnaro
3518874433,RolandoCanevascini,Rolando,Canevascini
3777015772,GianpietroFerraris,Gianpietro,Ferraris
3404782337,BenvenutoOliboni,Benvenuto,Oliboni
3778676238,DianaGozzano,Diana,Gozzano
3778725339,BiancaZichichi,Bianca,Zichichi
3513365633,FilippaSanti,Filippa,Santi
3207418114,SalviBeccheria,Salvi,Beccheria
3514679828,AlderanoVerga,Alderano,Verga
3409639647,BaccioValmarana,Baccio,Valmarana
3881890696,OlgaMatteotti,Olga,Matteotti
3513349268,VittorioPizzetti,Vittorio,Pizzetti
3244710979,RosariaPincherle,Rosaria,Pincherle
3926086417,BenitoPadovano,Benito,Padovano
3606034116,BenedettoIannotti,Benedetto,Iannotti
3772281637,MichelangeloManzoni,Michelangelo,Manzoni
3661284159,PellegrinoPizziol,Pellegrino,Pizziol
3703772130,LillaGullotta,Lilla,Gullotta
3282460710,AlbertoGuarato,Alberto,Guarato
3237575356,CostanzoFracci,Costanzo,Fracci
3513122942,AdrianoGonzaga,Adriano,Gonzaga
3311849987,NapoleoneGermano,Napoleone,Germano
3701741739,VeronicaSabatini,Veronica,Sabatini
3853613156,CorradoSforza,Corrado,Sforza
3448259240,MarcellaVespucci,Marcella,Vespucci
3517412389,OttoneSalvemini,Ottone,Salvemini
3783374142,VincenzoRomiti,Vincenzo,Romiti
3703773541,FiammaLombroso,Fiamma,Lombroso
3363539867,LianaMalacarne,Liana,Malacarne
3756620576,NeddaPace,Nedda,Pace
3455958818,PanfiloGuicciardini,Panfilo,Guicciardini
3355737991,LodovicoGianvecchio,Lodovico,Gianvecchio
3776347590,ValerioBersani,Valerio,Bersani
3355032828,SeverinoMalatesta,Severino,Malatesta
3533943362,GianGagliardi,Gian,Gagliardi
3711047940,FilippaRoero,Filippa,Roero
3413181980,LorettaAriosto,Loretta,Ariosto
3806425501,AldoSpinola,Aldo,Spinola
3465465662,ImeldaVisintini,Imelda,Visintini
3500842182,SoniaCiani,Sonia,Ciani
3344001612,AnitaSoffici,Anita,Soffici
3827012395,MartinaCapuana,Martina,Capuana
3755468851,CiroArgurio,Ciro,Argurio
3347360206,IrmaVeneziano,Irma,Veneziano
3757779856,SusannaVolterra,Susanna,Volterra
3622015409,AgostinoFerrazzi,Agostino,Ferrazzi
3238681421,SophiaVerga,Sophia,Verga
3520197366,FrancescoMetella,Francesco,Metella
3373028873,ElviraBonaventura,Elvira,Bonaventura
3510010280,GloriaBertolucci,Gloria,Bertolucci
3284135994,CarloScotti,Carlo,Scotti
3975111291,CarlaMarangoni,Carla,Marangoni
3240756162,FiammaPacetti,Fiamma,Pacetti
3296671701,PaoloCastioni,Paolo,Castioni
3517672049,AlessandroTurci,Alessandro,Turci
3401636083,FrancoBocca,Franco,Bocca
3821852244,AmadeoPaganini,Amadeo,Paganini
3355356223,CiprianoRavaglioli,Cipriano,Ravaglioli
3505790648,ArnaldoPozzecco,Arnaldo,Pozzecco
3350034865,EvangelistaBoito,Evangelista,Boito
3512764254,OrazioOssani,Orazio,Ossani
3364085678,CarloParri,Carlo,Parri
3485436937,DoloresBurcardo,Dolores,Burcardo
3810188636,NinoFilogamo,Nino,Filogamo
3297864348,AugustoSatta,Augusto,Satta
3757181146,MelaniaLetta,Melania,Letta
3710820526,ElladioBerrè,Elladio,Berrè
3773349813,PasqualGagliano,Pasqual,Gagliano
3703129105,MonicaScarpetta,Monica,Scarpetta
3458231769,GiadaPirelli,Giada,Pirelli
3710038130,AtenulfDurante,Atenulf,Durante
3402459657,SilvestroChiappetta,Silvestro,Chiappetta
3311223167,SimonettaNicoletti,Simonetta,Nicoletti
3802101451,AdeleCasale,Adele,Casale
3662294394,PaolettaDonatoni,Paoletta,Donatoni
3519139091,GianfrancescoCundari,Gianfrancesco,Cundari
3447714056,AriaMalpighi,Aria,Malpighi
3920186431,VeronicaCondoleo,Veronica,Condoleo
3465354417,ArturoPasqua,Arturo,Pasqua
3921160535,StefaniMalenchini,Stefani,Malenchini
3774449164,PatriziaCuratoli,Patrizia,Curatoli
3665027761,ErikaGadda,Erika,Gadda
3739959603,OrlandoComencini,Orlando,Comencini
3937234533,MarcelloVersace,Marcello,Versace
3774782642,GasparePacetti,Gaspare,Pacetti
3858299167,SandroMaccanelli,Sandro,Maccanelli
3245853500,AlfioPiccio,Alfio,Piccio
3710691688,AngelinaPellico,Angelina,Pellico
3774086204,CarolinaCamuccini,Carolina,Camuccini
3501932864,FulvioMorrocco,Fulvio,Morrocco
3208942830,VitoSerlupi,Vito,Serlupi
3689605976,IolandaFilogamo,Iolanda,Filogamo
3367508296,MarianoCignaroli,Mariano,Cignaroli
3517641566,UgolinoLuciani,Ugolino,Luciani
3793378879,CostantinoFerrante,Costantino,Ferrante
3822977090,CirilloRamazzotti,Cirillo,Ramazzotti
3920460727,RaffaeleMarsili,Raffaele,Marsili
3205790242,FabriziaBajamonti,Fabrizia,Bajamonti
3660962989,LaurettaCorcos,Lauretta,Corcos
3534163845,SerenaAnguissola,Serena,Anguissola
3714717175,CarloRuffini,Carlo,Ruffini
3612099689,AngeloCastelli,Angelo,Castelli
3773517741,EvaPersico,Eva,Persico
3501483999,VincentioFaugno,Vincentio,Faugno
3235280986,VincentioGaltarossa,Vincentio,Galtarossa
3711817889,AllegraCarpaccio,Allegra,Carpaccio
3816360936,BernardoBellini,Bernardo,Bellini
3419529469,DamianoEco,Damiano,Eco
3772244396,AlessandroVerdone,Alessandro,Verdone
3779476236,BenvenutoGaliazzo,Benvenuto,Galiazzo
3445905834,TorquatoGalilei,Torquato,Galilei
3492676515,LucianoDesio,Luciano,Desio
3756183824,DoloresUghi,Dolores,Ughi
3242923533,PomponioFarnese,Pomponio,Farnese
3929361115,ArnaldoSpallanzani,Arnaldo,Spallanzani
3756828002,SergiusZacco,Sergius,Zacco
3427282342,GiosuèSamele,Giosuè,Samele
3611331512,PasqualPuglisi,Pasqual,Puglisi
3757969814,GiovanniCarducci,Giovanni,Carducci
3277782317,DonnaTirabassi,Donna,Tirabassi
3777459717,NicoComolli,Nico,Comolli
3756142981,ErmesTaliercio,Ermes,Taliercio
3813056597,PietroCapuana,Pietro,Capuana
3716748933,GianlucaMimun,Gianluca,Mimun
3731212706,NicolaGolino,Nicola,Golino
3617649760,PomponioInteriano,Pomponio,Interiano
3201701545,FabiaBertoli,Fabia,Bertoli
3791808942,VeronicaAnichini,Veronica,Anichini
3935497077,GiannaMontecchi,Gianna,Montecchi
3975756755,LiciaMarino,Licia,Marino
3500327072,GuidoPedroni,Guido,Pedroni
3202470556,RenzoAnguillara,Renzo,Anguillara
3454339398,CristinaMilanesi,Cristina,Milanesi
3292365424,FrancescoGinesio,Francesco,Ginesio
3341733694,AdamoPriuli,Adamo,Priuli
3455802825,RaimondoMarinetti,Raimondo,Marinetti
3920080532,BiancaMezzetta,Bianca,Mezzetta
3436775547,DanteSquarcione,Dante,Squarcione
3836904793,CirilloBabato,Cirillo,Babato
3351264154,DonatoMorpurgo,Donato,Morpurgo
3774304269,GianfrancoCimarosa,Gianfranco,Cimarosa
3715795051,PierFoscari,Pier,Foscari
3711744813,BenitoVanvitelli,Benito,Vanvitelli
3519043558,DariaVasari,Daria,Vasari
3501887155,GeronimoFittipaldi,Geronimo,Fittipaldi
3505607110,MarcelloPirandello,Marcello,Pirandello
3711805697,AlfredoFracci,Alfredo,Fracci
3619464719,CassandraRiccati,Cassandra,Riccati
3938614118,ArnulfoMoccia,Arnulfo,Moccia
3622475267,VanessaGaleati,Vanessa,Galeati
3627001760,DinaNitto,Dina,Nitto
3665926298,LuiginaBosurgi,Luigina,Bosurgi
3510928132,MichelangeloGuinizzelli,Michelangelo,Guinizzelli
3509658357,PatrizioCammarata,Patrizio,Cammarata
3376446995,ErnestoManzoni,Ernesto,Manzoni
3732205840,ErmenegildoCrespi,Ermenegildo,Crespi
3774407869,RossanaFranzese,Rossana,Franzese
3710867488,OttavioSalandra,Ottavio,Salandra
3460059585,ClaudiaCrispi,Claudia,Crispi
3389305086,BenedettoBabato,Benedetto,Babato
3534573973,DoloresMazzi,Dolores,Mazzi
3791253210,MariaPacetti,Maria,Pacetti
3513702427,ArnaldoTaccola,Arnaldo,Taccola
3922295975,AchilleAntonini,Achille,Antonini
3501318700,DaniloPascarella,Danilo,Pascarella
3783037212,EnzoOrtese,Enzo,Ortese
3772971021,TelemacoPellegrini,Telemaco,Pellegrini
3912551550,SerenaRomano,Serena,Romano
3737694098,MilenaBelletini,Milena,Belletini
3505844026,DonatoLuzi,Donato,Luzi
3551401351,CostanzoSpinola,Costanzo,Spinola
3793892674,LisaCamanni,Lisa,Camanni
3509233638,GionataValier,Gionata,Valier
3533607137,DaniloBabbo,Danilo,Babbo
3451940330,RuggeroSquarcione,Ruggero,Squarcione
3836844613,StefaniaAriasso,Stefania,Ariasso
3352198924,FabriziaRuberto,Fabrizia,Ruberto
3710361826,LisaPasolini,Lisa,Pasolini
3558167356,CarmeloScarpetta,Carmelo,Scarpetta
3776193166,MatteoVendetti,Matteo,Vendetti
3447896772,AngelinaRaimondi,Angelina,Raimondi
3338400662,GioffreFalcone,Gioffre,Falcone
3501713855,RobertoCasale,Roberto,Casale
3770407307,RomeoTremonti,Romeo,Tremonti
3311383959,AntoniaPuglisi,Antonia,Puglisi
3505403595,RodolfoTornatore,Rodolfo,Tornatore
3282402151,LaurettaMonti,Lauretta,Monti
3505430333,CesareRossini,Cesare,Rossini
3505641037,MaurilioRoero,Maurilio,Roero
3381991254,LaraBellini,Lara,Bellini
3559507692,EdoardoSforza,Edoardo,Sforza
3511259644,EnnioVendetti,Ennio,Vendetti
3783554954,GioeleBocca,Gioele,Bocca
3241534057,RolandoLeopardi,Rolando,Leopardi
3514010043,RuggeroMurri,Ruggero,Murri
3774790425,BiancaTirabassi,Bianca,Tirabassi
3817639245,ArturoTreccani,Arturo,Treccani
3501979840,CleliaCanil,Clelia,Canil
3808415643,MauroLerner,Mauro,Lerner
3486058429,BettinaRespighi,Bettina,Respighi
3773083260,LodovicoGentilini,Lodovico,Gentilini
3500376116,ClaudiaPadovano,Claudia,Padovano
3520637239,AlessioAmmaniti,Alessio,Ammaniti
3501769914,SergiusComeriato,Sergius,Comeriato
3713310278,CeciliaChiesa,Cecilia,Chiesa
3616185635,FilippoFranceschi,Filippo,Franceschi
3311613453,GiampaoloBoezio,Giampaolo,Boezio
3311932837,GiorgioGemito,Giorgio,Gemito
3505669729,ToniMoretti,Toni,Moretti
3505638377,LeoneTrincavelli,Leone,Trincavelli
3970255581,RomeoBodoni,Romeo,Bodoni
3939137322,MartinoMezzetta,Martino,Mezzetta
3302984011,GiorgiaSaracino,Giorgia,Saracino
3500698709,DinoMazzacurati,Dino,Mazzacurati
3756300397,FrancescoAloisio,Francesco,Aloisio
3450602967,GrecaModugno,Greca,Modugno
3341438344,MartinoRapisardi,Martino,Rapisardi
3783883571,VirginiaGiannini,Virginia,Giannini
3703032002,IppazioLippomano,Ippazio,Lippomano
3517242578,MarioVergerio,Mario,Vergerio
3353130728,LucreziaSermonti,Lucrezia,Sermonti
3780029776,CesareFieramosca,Cesare,Fieramosca
3777345933,AlbericoGuglielmi,Alberico,Guglielmi
3711572966,GiacomoFoconi,Giacomo,Foconi
3779917480,DinoTozzi,Dino,Tozzi
3516984316,PierangeloNiggli,Pierangelo,Niggli
3755421456,FlaviaGasperi,Flavia,Gasperi
3902507832,LambertoPalladio,Lamberto,Palladio
3553048503,AnsaldoChittolini,Ansaldo,Chittolini
3376433132,GiacobbeGarozzo,Giacobbe,Garozzo
3533965804,RaffaelloGozzi,Raffaello,Gozzi
3495819854,TizianoCarocci,Tiziano,Carocci
3937526241,AlphonsRamazzotti,Alphons,Ramazzotti
3608598830,PasqualeSavorgnan,Pasquale,Savorgnan
3517143336,MercedesManacorda,Mercedes,Manacorda
3770882855,RomeoQuasimodo,Romeo,Quasimodo
3711217155,AmaliaRicolfi,Amalia,Ricolfi
3498344485,GiacobbeLuria,Giacobbe,Luria
3735813972,LauraAgostinelli,Laura,Agostinelli
3904486512,RuggieroPetrucelli,Ruggiero,Petrucelli
3971343646,GustavoBenussi,Gustavo,Benussi
3356742012,BeatriceTafuri,Beatrice,Tafuri
3393452636,AzeglioSchicchi,Azeglio,Schicchi
3435536011,AmletoBiagi,Amleto,Biagi
3505347602,PomponioBonatti,Pomponio,Bonatti
3203084465,JacopoFarnese,Jacopo,Farnese
3601369248,IppazioArgenti,Ippazio,Argenti
3668587838,GuglielmoMazzini,Guglielmo,Mazzini
3494493001,FortunataMontesano,Fortunata,Montesano
3660068785,GioacchinoLucchesi,Gioacchino,Lucchesi
3925944886,LuisaTanzini,Luisa,Tanzini
3779553217,SaverioMonicelli,Saverio,Monicelli
3515037963,AntonellaGentilini,Antonella,Gentilini
3510729307,AgnoloLettiere,Agnolo,Lettiere
3714220265,ErmenegildoMonicelli,Ermenegildo,Monicelli
3927864585,MassimilianoSismondi,Massimiliano,Sismondi
3792739449,GiulioStucchi,Giulio,Stucchi
3517304349,FrancescoTrotta,Francesco,Trotta
3882249283,SoniaGuarato,Sonia,Guarato
3820338902,SerenaAgostini,Serena,Agostini
3755097354,AmedeoAbatantuono,Amedeo,Abatantuono
3850052444,AnnettaBresciani,Annetta,Bresciani
3791884389,LudovicoFo,Ludovico,Fo
3517655624,BeatriceTraversa,Beatrice,Traversa
3533647784,CarolinaSagese,Carolina,Sagese
3715347109,AnitaVismara,Anita,Vismara
3509549434,MicheleRoth,Michele,Roth
3801894364,GianfrancoSemitecolo,Gianfranco,Semitecolo
3456670235,PaulinaPeano,Paulina,Peano
3770908300,IolandaLeoncavallo,Iolanda,Leoncavallo
3760226809,ArmandoNugnes,Armando,Nugnes
3855258073,MelaniaGonzaga,Melania,Gonzaga
3473078132,AntonioPeranda,Antonio,Peranda
3605015564,LudovicaLuciani,Ludovica,Luciani
3826631552,PiermariaPaolini,Piermaria,Paolini
3243199096,GiuseppinaFederico,Giuseppina,Federico
3756255620,DonatellaNaccari,Donatella,Naccari
3376154776,ValentinaPaolucci,Valentina,Paolucci
3512203406,RoccoTozzi,Rocco,Tozzi
3380812648,BiagioMonteverdi,Biagio,Monteverdi
3974851382,MichelangeloFerragni,Michelangelo,Ferragni
3280136974,AzeglioTurchi,Azeglio,Turchi
3738270157,MercedesCorcos,Mercedes,Corcos
3783748897,GiuliettaBattaglia,Giulietta,Battaglia
3490452801,FlavioPace,Flavio,Pace
3932047374,CiprianoBombieri,Cipriano,Bombieri
3500674565,AnitaLeblanc,Anita,Leblanc
3701525561,SaverioSilvestri,Saverio,Silvestri
3511697383,AlessiaLussu,Alessia,Lussu
3715475028,CamillaTaliercio,Camilla,Taliercio
3405091248,AugustoMantegazza,Augusto,Mantegazza
3200392036,GianfrancoVezzali,Gianfranco,Vezzali
3629204425,EttaNicolini,Etta,Nicolini
3295240888,RomanSantorio,Roman,Santorio
3500947223,SilvioTreccani,Silvio,Treccani
3776136225,GaetanoCarriera,Gaetano,Carriera
3410249967,ElenaAlfonsi,Elena,Alfonsi
3605612625,GiacobbeVenditti,Giacobbe,Venditti
3776128043,MirkoMontalcini,Mirko,Montalcini
3550098628,UgolinoTelesio,Ugolino,Telesio
3444051693,PaoloTartaglia,Paolo,Tartaglia
3512999340,StellaCremonesi,Stella,Cremonesi
3791343012,OrnellaCamanni,Ornella,Camanni
3292196383,StefanoArgenti,Stefano,Argenti
3500342500,TelemacoRuggeri,Telemaco,Ruggeri
3333194250,GianpietroMorpurgo,Gianpietro,Morpurgo
3233731021,RomeoFoconi,Romeo,Foconi
3710398428,IgnazioAnguillara,Ignazio,Anguillara
3483231929,AntonellaCastellitto,Antonella,Castellitto
3273688292,OrlandoDallara,Orlando,Dallara
3511355641,MichelottoCarocci,Michelotto,Carocci
3510682066,AtenulfCalvo,Atenulf,Calvo
3713754471,PaoloGrasso,Paolo,Grasso
3317226942,RaimondoCasini,Raimondo,Casini
3682380991,MaurilioProdi,Maurilio,Prodi
3791357730,AmicoCuriel,Amico,Curiel
3909458301,StefaniaMocenigo,Stefania,Mocenigo
3515472816,UmbertoFrescobaldi,Umberto,Frescobaldi
3311339354,FerdinandoBarracco,Ferdinando,Barracco
3908471624,MassimoBerrè,Massimo,Berrè
3453855822,ArturoSbarbaro,Arturo,Sbarbaro
3939076589,AldoBaresi,Aldo,Baresi
3311544642,EttaPriuli,Etta,Priuli
3533390523,AmedeoPascarella,Amedeo,Pascarella
3519135519,GiustinoVidoni,Giustino,Vidoni
3779885178,PaulinaTaccola,Paulina,Taccola
3937613836,GiancarloBarillaro,Giancarlo,Barillaro
3510458063,GiulianoFiorucci,Giuliano,Fiorucci
3243189733,LodovicoCianciolo,Lodovico,Cianciolo
3515281900,VictoriaPolizzi,Victoria,Polizzi
3232093166,IrmaPuccini,Irma,Puccini
3772039487,OttoneVigliotti,Ottone,Vigliotti
3793927081,StellaAnastasi,Stella,Anastasi
3791241608,BartolomeoPasolini,Bartolomeo,Pasolini
3811252054,EvangelistaBorromini,Evangelista,Borromini
3346229209,PaolettaVergassola,Paoletta,Vergassola
3428242417,LisaBalotelli,Lisa,Balotelli
3714352058,CesareSalgari,Cesare,Salgari
3501847386,RamonaBorromeo,Ramona,Borromeo
3430748475,LambertoTozzi,Lamberto,Tozzi
3760754240,RoccoTrombetta,Rocco,Trombetta
3519509631,ImeldaBernetti,Imelda,Bernetti
3365583386,AdelmoBajardi,Adelmo,Bajardi
3296901707,PinaVezzali,Pina,Vezzali
3514959532,MauraVivaldi,Maura,Vivaldi
3419827039,LorettaFalloppio,Loretta,Falloppio
3409767067,MartaQuerini,Marta,Querini
3783076509,BiancaMarangoni,Bianca,Marangoni
3334071025,CamilloLercari,Camillo,Lercari
3793443444,CoriolanoScarpa,Coriolano,Scarpa
3381719213,LisaBembo,Lisa,Bembo
3710371766,EugeniaSermonti,Eugenia,Sermonti
3534315602,NicolòAbate,Nicolò,Abate
3791118887,GoffredoZamengo,Goffredo,Zamengo
3974675836,PiersantiBenedetti,Piersanti,Benedetti
3666589154,ErmenegildoCanova,Ermenegildo,Canova
3681894952,RosinaRastelli,Rosina,Rastelli
3390179610,SerenaBoccaccio,Serena,Boccaccio
3500487587,BenedettoSorrentino,Benedetto,Sorrentino
3716825650,RominaErrigo,Romina,Errigo
3773333060,AmandaSokolov,Amanda,Sokolov
3249778720,DinaTosto,Dina,Tosto
3701502903,OresteComboni,Oreste,Comboni
3662768008,EvaQuasimodo,Eva,Quasimodo
3473500737,DanieleSollima,Daniele,Sollima
3511961744,CostantinoPacelli,Costantino,Pacelli
3232453588,LuiginaChindamo,Luigina,Chindamo
3315897802,UmbertoEinaudi,Umberto,Einaudi
3423377824,ValerioFogazzaro,Valerio,Fogazzaro
3739973017,NadiaAsprucci,Nadia,Asprucci
3907478620,PatriziaFalloppio,Patrizia,Falloppio
3714879569,FrancescoCipolla,Francesco,Cipolla
3774034435,MariaTremonti,Maria,Tremonti
3550269053,EugeniaGreco,Eugenia,Greco
3244564172,TorquatoBerengario,Torquato,Berengario
3835704600,MartinoLiguori,Martino,Liguori
3270321068,BaccioBranciforte,Baccio,Branciforte
3500751730,LucaVerdi,Luca,Verdi
3806887589,SilvestroGiacconi,Silvestro,Giacconi
3395126503,BeatriceCabrini,Beatrice,Cabrini
3475101444,LodovicoTrapanese,Lodovico,Trapanese
3421223023,GuarinoParuta,Guarino,Paruta
3513306393,TorquatoGianetti,Torquato,Gianetti
3248492337,FernandaCamilleri,Fernanda,Camilleri
3713423839,BettinaVolterra,Bettina,Volterra
3473903318,GilbertoNolcini,Gilberto,Nolcini
3703312781,GiosuèTacchini,Giosuè,Tacchini
3774789826,BrunoCutuli,Bruno,Cutuli
3519723643,DarioVespucci,Dario,Vespucci
3337875674,GiuliettaJuvara,Giulietta,Juvara
3501660921,RaffaelloSanti,Raffaello,Santi
3386137205,ArnulfoMigliaccio,Arnulfo,Migliaccio
3713222307,OresteMontanariello,Oreste,Montanariello
3922409803,GiuliettaNapolitano,Giulietta,Napolitano
3772307370,PaulinaGiannuzzi,Paulina,Giannuzzi
3780690861,AldoBotticelli,Aldo,Botticelli
3971067928,AmedeoEsposito,Amedeo,Esposito
3760237469,LauraColletti,Laura,Colletti
3777192368,ToniLiguori,Toni,Liguori
3505683554,AzeglioMorandini,Azeglio,Morandini
3825471036,PatrizioMagrassi,Patrizio,Magrassi
3510170651,LeopoldoBragadin,Leopoldo,Bragadin
3460120883,FredoScialpi,Fredo,Scialpi
3756583918,NinettaPolizzi,Ninetta,Polizzi
3501687070,AmedeoBonino,Amedeo,Bonino
3630560280,GrazianoBoiardo,Graziano,Boiardo
3500931426,RaffaellaBalbo,Raffaella,Balbo
3760113384,FabriziaNecci,Fabrizia,Necci
3779997916,EmilioRamazzotti,Emilio,Ramazzotti
3367374324,HugoZanazzo,Hugo,Zanazzo
3807714368,AnnibaleRespighi,Annibale,Respighi
3857033507,CiroSeddio,Ciro,Seddio
3277343519,FedeleGiovine,Fedele,Giovine
3770232429,BiagioFaggiani,Biagio,Faggiani
3533232599,GrecoPaolini,Greco,Paolini
3621237977,RomeoGuicciardini,Romeo,Guicciardini
3512982068,MiloDelle,Milo,Delle
3443300675,LucaTartaglia,Luca,Tartaglia
3773874956,FlaviaCasale,Flavia,Casale
3515864990,FilippoAngeli,Filippo,Angeli
3911427629,LeopoldoVerga,Leopoldo,Verga
3916109600,CoriolanoPolani,Coriolano,Polani
3274354279,VenancioTasso,Venancio,Tasso
3398258148,AnsaldoSalvini,Ansaldo,Salvini
3374587617,AdamoTozzi,Adamo,Tozzi
3517035907,MarinaMagrassi,Marina,Magrassi
3772262933,RosarioCaetani,Rosario,Caetani
3715465566,ViridianaCasadei,Viridiana,Casadei
3774519284,GianmarcoDelle,Gianmarco,Delle
3772148240,SilvioSalieri,Silvio,Salieri
3701186479,MariaDibiasi,Maria,Dibiasi
3908669735,DonatelloSerraglio,Donatello,Serraglio
3777982150,DinaLegnante,Dina,Legnante
3772512018,MariaTrobbiani,Maria,Trobbiani
3834245051,AlbericoMazzocchi,Alberico,Mazzocchi
3235791590,RaffaellinoMengolo,Raffaellino,Mengolo
3880995385,TatianaSermonti,Tatiana,Sermonti
3772884463,MartaAntonetti,Marta,Antonetti
3300366183,AnnamariaBalotelli,Annamaria,Balotelli
3391312331,SilvioBarillaro,Silvio,Barillaro
3280058204,NinettaBossi,Ninetta,Bossi
3500969969,ClaudiaTreccani,Claudia,Treccani
3512020488,GemmaScamarcio,Gemma,Scamarcio
3505758905,GrazianoIannelli,Graziano,Iannelli
3715491464,NinettaBonolis,Ninetta,Bonolis
3465749239,NanniStein,Nanni,Stein
3513240190,MarcantonioMigliaccio,Marcantonio,Migliaccio
3371386514,HugoGibilisco,Hugo,Gibilisco
3778529464,FrancescoTiepolo,Francesco,Tiepolo
3935666163,GirolamoFoconi,Girolamo,Foconi
3510378313,PanfiloDovara,Panfilo,Dovara
3395126815,LiciaPergolesi,Licia,Pergolesi
3513569028,AntoninoLattuada,Antonino,Lattuada
3623262176,TizianaVecellio,Tiziana,Vecellio
3315126033,BenedettoScalera,Benedetto,Scalera
